LeMond, Revolution,FW 50,HW 02,30-Mar,18:33:17,Alt 30,Temp 25,Hum 45,Tire 2105,CF 150
0:17:24,39.7,8.6,339,172,95,261,0,,,
0:17:25,39.9,8.7,327,172,95,262,0,,,
0:17:26,39.7,8.7,310,172,94,262,0,,,
0:17:27,39.6,8.7,315,172,94,263,0,,,
0:17:28,39.6,8.7,329,173,95,263,0,,,
0:17:29,39.7,8.7,339,173,95,263,0,,,
0:17:30,39.9,8.7,334,173,95,264,0,,,
0:17:31,39.9,8.7,334,172,95,264,0,,,
0:17:32,40,8.7,337,173,95,264,0,,,
0:17:33,40,8.7,337,173,95,265,0,,,
0:17:34,40,8.8,337,173,96,265,0,,,
0:17:35,40.1,8.8,347,173,96,266,0,,,
0:17:36,40.2,8.8,342,173,96,266,0,,,
0:17:37,40.2,8.8,335,174,96,266,0,,,
0:17:38,40.2,8.8,335,174,96,267,0,,,
0:17:39,40.2,8.8,335,174,96,267,0,,,
0:17:40,40.2,8.8,342,174,96,268,0,,,
0:17:41,40.4,8.8,352,174,96,268,0,,,
0:17:42,40.5,8.8,340,174,96,268,0,,,
0:17:43,40.4,8.9,330,175,96,269,0,,,
0:17:44,40.4,8.9,337,174,96,269,0,,,
0:17:45,40.4,8.9,330,174,96,270,0,,,
0:17:46,40.2,8.9,313,174,95,270,0,,,
0:17:47,40,8.9,308,174,95,270,0,,,
0:17:48,39.9,8.9,313,174,95,271,0,,,
0:17:49,39.7,8.9,317,174,95,271,0,,,
0:17:50,39.7,8.9,324,174,95,271,0,,,
0:17:51,39.7,8.9,324,174,94,272,0,,,
0:17:52,39.7,9,324,174,95,272,0,,,
0:17:53,39.7,9,317,174,94,273,0,,,
0:17:54,39.6,9,315,174,94,273,0,,,
0:17:55,39.6,9,315,174,94,273,0,,,
0:17:56,39.5,9,312,174,94,274,0,,,
0:17:57,39.5,9,312,174,94,274,0,,,
0:17:58,39.4,9,317,174,94,274,0,,,
0:17:59,39.5,9,327,173,94,275,0,,,
0:18:00,39.5,9,319,173,91,275,0,,,
0:18:01,39.5,9,249,173,89,275,0,,,
0:18:02,38.2,9.1,144,172,87,276,0,,,
0:18:03,36.7,9.1,97,172,88,276,0,,,
0:18:04,34.9,9.1,44,172,88,276,0,,,
0:18:05,32.8,9.1,16,172,88,276,0,,,
0:18:06,30.9,9.1,29,172,0,276,0,,,
0:18:07,29.4,9.1,40,172,0,276,0,,,
0:18:08,28,9.1,45,171,0,276,0,,,
0:18:09,26.9,9.1,61,171,76,276,0,,,
0:18:10,26.1,9.1,88,170,78,276,0,,,
0:18:11,25.8,9.1,114,170,78,276,0,,,
0:18:12,25.8,9.1,115,170,77,276,0,,,
0:18:13,25.6,9.1,112,170,77,276,0,,,
0:18:14,25.6,9.2,121,170,77,277,0,,,
0:18:15,25.6,9.2,121,169,77,277,0,,,
0:18:16,25.6,9.2,117,170,77,277,0,,,
0:18:17,25.5,9.2,116,169,77,277,0,,,
0:18:18,25.5,9.2,116,169,77,277,0,,,
0:18:19,25.3,9.2,110,169,76,277,0,,,
0:18:20,25.2,9.2,109,168,76,277,0,,,
0:18:21,25.1,9.2,117,167,76,278,0,,,
0:18:22,25.2,9.2,127,166,76,278,0,,,
0:18:23,25.3,9.2,124,166,76,278,0,,,
0:18:24,25.3,9.2,119,165,76,278,0,,,
0:18:25,25.3,9.2,119,164,76,278,0,,,
0:18:26,25.3,9.2,133,162,77,278,0,,,
0:18:27,25.7,9.2,141,162,78,278,0,,,
0:18:28,25.8,9.2,138,161,79,279,0,,,
0:18:29,26.1,9.3,136,160,79,279,0,,,
0:18:30,26.1,9.3,131,160,79,279,0,,,
0:18:31,26.2,9.3,132,160,79,279,0,,,
0:18:32,26.2,9.3,128,159,79,279,0,,,
0:18:33,26.2,9.3,132,158,79,279,0,,,
0:18:34,26.3,9.3,138,157,80,279,0,,,
0:18:35,26.5,9.3,135,156,80,280,0,,,
0:18:36,26.5,9.3,135,155,80,280,0,,,
0:18:37,26.6,9.3,146,154,81,280,0,,,
0:18:38,26.9,9.3,143,154,81,280,0,,,
0:18:39,26.9,9.3,139,154,81,280,0,,,
0:18:40,27,9.3,145,154,82,280,0,,,
0:18:41,27.1,9.3,141,153,82,281,0,,,
0:18:42,27.1,9.3,141,153,82,281,0,,,
0:18:43,27.2,9.4,143,152,82,281,0,,,
0:18:44,27.2,9.4,138,152,82,281,0,,,
0:18:45,27.2,9.4,143,151,82,281,0,,,
0:18:46,27.4,9.4,144,151,82,281,0,,,
0:18:47,27.4,9.4,144,150,83,282,0,,,
0:18:48,27.5,9.4,145,150,83,282,0,,,
0:18:49,27.5,9.4,140,149,83,282,0,,,
0:18:50,27.5,9.4,135,148,83,282,0,,,
0:18:51,27.4,9.4,139,147,83,282,0,,,
0:18:52,27.5,9.4,145,146,83,282,0,,,
0:18:53,27.5,9.4,140,145,83,283,0,,,
0:18:54,27.5,9.4,140,143,83,283,0,,,
0:18:55,27.5,9.4,145,142,83,283,0,,,
0:18:56,27.6,9.4,147,141,83,283,0,,,
0:18:57,27.6,9.5,142,141,83,283,0,,,
0:18:58,27.6,9.5,137,140,83,283,0,,,
0:18:59,27.5,9.5,131,139,82,284,0,,,
0:19:00,27.4,9.5,129,138,82,284,0,,,
0:19:01,27.2,9.5,133,138,82,284,0,,,
0:19:02,27.2,9.5,138,137,82,284,0,,,
0:19:03,27.2,9.5,143,137,82,284,0,,,
0:19:04,27.4,9.5,149,137,83,284,0,,,
0:19:05,27.5,9.5,150,137,83,285,0,,,
0:19:06,27.6,9.5,147,136,83,285,0,,,
0:19:07,27.6,9.5,147,135,83,285,0,,,
0:19:08,27.7,9.5,153,134,84,285,0,,,
0:19:09,27.9,9.5,155,132,84,285,0,,,
0:19:10,28,9.5,156,130,85,285,0,,,
0:19:11,28.1,9.5,152,130,85,286,0,,,
0:19:12,28.1,9.6,147,130,85,286,0,,,
0:19:13,28.1,9.6,152,129,85,286,0,,,
0:19:14,28.2,9.6,159,129,85,286,0,,,
0:19:15,28.4,9.6,150,129,85,286,0,,,
0:19:16,28.2,9.6,144,129,85,286,0,,,
0:19:17,28.2,9.6,149,129,85,287,0,,,
0:19:18,28.2,9.6,149,129,85,287,0,,,
0:19:19,28.2,9.6,149,129,85,287,0,,,
0:19:20,28.2,9.6,149,129,85,287,0,,,
0:19:21,28.2,9.6,149,129,85,287,0,,,
0:19:22,28.2,9.6,149,129,85,288,0,,,
0:19:23,28.2,9.6,144,128,85,288,0,,,
0:19:24,28.1,9.6,137,128,85,288,0,,,
0:19:25,28,9.6,141,128,84,288,0,,,
0:19:26,28,9.7,141,128,84,288,0,,,
0:19:27,27.9,9.7,139,128,84,288,0,,,
0:19:28,27.9,9.7,144,129,84,288,0,,,
0:19:29,27.9,9.7,139,129,84,289,0,,,
0:19:30,27.7,9.7,133,129,83,289,0,,,
0:19:31,27.6,9.7,137,129,83,289,0,,,
0:19:32,27.6,9.7,142,127,83,289,0,,,
0:19:33,27.6,9.7,142,125,83,289,0,,,
0:19:34,27.6,9.7,142,123,83,289,0,,,
0:19:35,27.6,9.7,137,123,83,290,0,,,
0:19:36,27.5,9.7,135,122,83,290,0,,,
0:19:37,27.5,9.7,140,122,83,290,0,,,
0:19:38,27.5,9.7,140,121,83,290,0,,,
0:19:39,27.5,9.7,140,121,83,290,0,,,
0:19:40,27.5,9.8,140,120,83,290,0,,,
0:19:41,27.5,9.8,140,120,83,291,0,,,
0:19:42,27.5,9.8,150,120,83,291,0,,,
0:19:43,27.7,9.8,153,119,83,291,0,,,
0:19:44,27.7,9.8,138,119,83,291,0,,,
0:19:45,27.6,9.8,132,119,83,291,0,,,
0:19:46,27.5,9.8,126,119,80,291,0,,,
0:19:47,27.2,9.8,113,119,81,292,0,,,
0:19:48,26.9,9.8,124,119,81,292,0,,,
0:19:49,27,9.8,140,119,82,292,0,,,
0:19:50,27,9.8,140,119,82,292,0,,,
0:19:51,27.1,9.8,141,119,82,292,0,,,
0:19:52,27.1,9.8,141,119,82,292,0,,,
0:19:53,27.2,9.8,148,119,82,292,0,,,
0:19:54,27.4,9.9,144,119,82,293,0,,,
0:19:55,27.4,9.9,139,119,82,293,0,,,
0:19:56,27.4,9.9,139,119,82,293,0,,,
0:19:57,27.4,9.9,139,119,82,293,0,,,
0:19:58,27.4,9.9,139,119,82,293,0,,,
0:19:59,27.4,9.9,139,119,83,293,0,,,
0:20:00,27.4,9.9,144,119,83,294,0,,,
0:20:01,27.5,9.9,155,119,83,294,0,,,
0:20:02,27.7,9.9,158,119,84,294,0,,,
0:20:03,27.9,9.9,150,119,84,294,0,,,
0:20:04,27.9,9.9,150,119,84,294,0,,,
0:20:05,28,9.9,151,119,84,295,0,,,
0:20:06,28,9.9,141,119,84,295,0,,,
0:20:07,27.9,9.9,144,119,84,295,0,,,
0:20:08,28,9.9,151,119,84,295,0,,,
0:20:09,28,10,151,118,85,295,0,,,
0:20:10,28.1,10,152,117,85,295,0,,,
0:20:11,28.1,10,147,116,85,296,0,,,
0:20:12,28.1,10,147,116,85,296,0,,,
0:20:13,28.1,10,147,116,85,296,0,,,
0:20:14,28.1,10,142,116,85,296,0,,,
0:20:15,28,10,141,116,84,296,0,,,
0:20:16,28,10,141,116,84,296,0,,,
0:20:17,27.9,10,139,115,84,297,0,,,
0:20:18,27.9,10,144,115,84,297,0,,,
0:20:19,27.9,10,144,115,84,297,0,,,
0:20:20,27.9,10,144,115,84,297,0,,,
0:20:21,27.9,10,139,115,84,297,0,,,
0:20:22,27.7,10,138,114,84,297,0,,,
0:20:23,27.7,10.1,143,115,84,298,0,,,
0:20:24,27.7,10.1,143,115,84,298,0,,,
0:20:25,27.7,10.1,148,114,84,298,0,,,
0:20:26,27.9,10.1,150,114,84,298,0,,,
0:20:27,27.9,10.1,144,114,84,298,0,,,
0:20:28,27.9,10.1,144,114,84,298,0,,,
0:20:29,27.9,10.1,139,114,83,299,0,,,
0:20:30,27.7,10.1,133,114,83,299,0,,,
0:20:31,27.6,10.1,137,114,83,299,0,,,
0:20:32,27.6,10.1,147,114,83,299,0,,,
0:20:33,27.7,10.1,143,113,83,299,0,,,
0:20:34,27.6,10.1,137,113,83,299,0,,,
0:20:35,27.6,10.1,147,112,84,299,0,,,
0:20:36,27.7,10.1,148,112,84,300,0,,,
0:20:37,27.7,10.2,143,112,84,300,0,,,
0:20:38,27.7,10.2,138,112,83,300,0,,,
0:20:39,27.6,10.2,132,112,83,300,0,,,
0:20:40,27.5,10.2,135,111,83,300,0,,,
0:20:41,27.5,10.2,145,111,83,300,0,,,
0:20:42,27.6,10.2,147,112,83,301,0,,,
0:20:43,27.6,10.2,142,111,83,301,0,,,
0:20:44,27.6,10.2,142,111,83,301,0,,,
0:20:45,27.6,10.2,142,111,83,301,0,,,
0:20:46,27.6,10.2,137,111,83,301,0,,,
0:20:47,27.5,10.2,140,111,83,301,0,,,
0:20:48,27.6,10.2,142,111,83,302,0,,,
0:20:49,27.5,10.2,135,112,83,302,0,,,
0:20:50,27.5,10.2,140,112,83,302,0,,,
0:20:51,27.5,10.2,135,112,82,302,0,,,
0:20:52,27.4,10.3,134,112,82,302,0,,,
0:20:53,27.4,10.3,144,112,83,302,0,,,
0:20:54,27.5,10.3,145,112,83,303,0,,,
0:20:55,27.5,10.3,145,113,83,303,0,,,
0:20:56,27.6,10.3,147,113,83,303,0,,,
0:20:57,27.6,10.3,142,113,83,303,0,,,
0:20:58,27.6,10.3,147,113,83,303,0,,,
0:20:59,27.7,10.3,153,113,84,303,0,,,
0:21:00,27.9,10.3,150,113,84,304,0,,,
0:21:01,27.9,10.3,144,113,84,304,0,,,
0:21:02,27.9,10.3,144,113,84,304,0,,,
0:21:03,27.9,10.3,144,114,84,304,0,,,
0:21:04,27.9,10.3,144,114,84,304,0,,,
0:21:05,27.9,10.3,139,114,84,304,0,,,
0:21:06,27.7,10.4,133,114,83,305,0,,,
0:21:07,27.6,10.4,127,114,83,305,0,,,
0:21:08,27.4,10.4,129,114,83,305,0,,,
0:21:09,27.4,10.4,139,114,83,305,0,,,
0:21:10,27.4,10.4,144,113,83,305,0,,,
0:21:11,27.5,10.4,150,114,83,305,0,,,
0:21:12,27.6,10.4,147,113,83,306,0,,,
0:21:13,27.6,10.4,142,113,83,306,0,,,
0:21:14,27.6,10.4,142,113,83,306,0,,,
0:21:15,27.6,10.4,142,113,83,306,0,,,
0:21:16,27.6,10.4,142,112,83,306,0,,,
0:21:17,27.6,10.4,147,113,83,306,0,,,
0:21:18,27.7,10.4,148,113,83,307,0,,,
0:21:19,27.7,10.4,143,113,84,307,0,,,
0:21:20,27.7,10.5,143,113,83,307,0,,,
0:21:21,27.7,10.5,138,113,83,307,0,,,
0:21:22,27.6,10.5,142,112,83,307,0,,,
0:21:23,27.7,10.5,153,112,84,307,0,,,
0:21:24,27.9,10.5,150,112,84,308,0,,,
0:21:25,27.9,10.5,144,112,84,308,0,,,
0:21:26,27.9,10.5,144,112,84,308,0,,,
0:21:27,27.9,10.5,150,112,84,308,0,,,
0:21:28,28,10.5,156,112,85,308,0,,,
0:21:29,28.1,10.5,147,112,85,308,0,,,
0:21:30,28,10.5,141,112,84,309,0,,,
0:21:31,28,10.5,146,112,85,309,0,,,
0:21:32,28,10.5,151,112,85,309,0,,,
0:21:33,28.1,10.5,152,112,85,309,0,,,
0:21:34,28.1,10.6,147,112,85,309,0,,,
0:21:35,28.1,10.6,152,112,85,309,0,,,
0:21:36,28.2,10.6,144,112,85,310,0,,,
0:21:37,28,10.6,131,112,81,310,0,,,
0:21:38,27.9,10.6,125,113,83,310,0,,,
0:21:39,27.5,10.6,135,113,83,310,0,,,
0:21:40,27.7,10.6,158,113,84,310,0,,,
0:21:41,27.9,10.6,150,112,84,310,0,,,
0:21:42,27.9,10.6,155,113,84,311,0,,,
0:21:43,28.1,10.6,147,113,84,311,0,,,
0:21:44,27.9,10.6,134,113,84,311,0,,,
0:21:45,27.9,10.6,134,113,84,311,0,,,
0:21:46,27.9,10.6,150,113,85,311,0,,,
0:21:47,28,10.6,161,113,85,311,0,,,
0:21:48,28.2,10.6,159,113,85,312,0,,,
0:21:49,28.2,10.7,154,113,86,312,0,,,
0:21:50,28.4,10.7,165,113,86,312,0,,,
0:21:51,28.6,10.7,163,113,86,312,0,,,
0:21:52,28.6,10.7,158,113,87,312,0,,,
0:21:53,28.7,10.7,160,113,87,313,0,,,
0:21:54,28.7,10.7,154,113,87,313,0,,,
0:21:55,28.7,10.7,154,114,87,313,0,,,
0:21:56,28.7,10.7,154,114,87,313,0,,,
0:21:57,28.7,10.7,181,114,85,313,0,,,
0:21:58,29.4,10.7,225,114,82,314,0,,,
0:21:59,30.3,10.7,266,114,85,314,0,,,
0:22:00,31.5,10.7,296,115,89,314,0,,,
0:22:01,32.7,10.7,292,115,90,315,0,,,
0:22:02,33.4,10.8,281,115,92,315,0,,,
0:22:03,34.1,10.8,292,116,94,315,0,,,
0:22:04,34.8,10.8,299,116,95,316,0,,,
0:22:05,35.3,10.8,276,117,96,316,0,,,
0:22:06,35.4,10.8,266,117,96,316,0,,,
0:22:07,35.7,10.8,276,117,97,317,0,,,
0:22:08,35.9,10.8,287,119,98,317,0,,,
0:22:09,36.3,10.8,294,119,99,317,0,,,
0:22:10,36.6,10.8,299,119,99,318,0,,,
0:22:11,37,10.8,312,119,101,318,0,,,
0:22:12,37.3,10.8,306,120,101,318,0,,,
0:22:13,37.5,10.9,288,121,101,319,0,,,
0:22:14,37.5,10.9,274,122,101,319,0,,,
0:22:15,37.3,10.9,266,122,100,319,0,,,
0:22:16,37.2,10.9,263,123,92,320,0,,,
0:22:17,37.1,10.9,274,124,89,320,0,,,
0:22:18,37.2,10.9,283,125,88,320,0,,,
0:22:19,37.2,10.9,283,126,89,320,0,,,
0:22:20,37.3,10.9,292,126,89,321,0,,,
0:22:21,37.5,10.9,281,127,89,321,0,,,
0:22:22,37.3,10.9,279,128,89,321,0,,,
0:22:23,37.5,11,301,128,89,322,0,,,
0:22:24,37.7,11,306,128,90,322,0,,,
0:22:25,37.8,11,302,128,90,323,0,,,
0:22:26,38,11,297,130,90,323,0,,,
0:22:27,38,11,290,131,90,323,0,,,
0:22:28,38,11,297,131,91,324,0,,,
0:22:29,38.1,11,306,132,91,324,0,,,
0:22:30,38.2,11,309,133,91,324,0,,,
0:22:31,38.3,11,311,135,91,325,0,,,
0:22:32,38.5,11,314,136,92,325,0,,,
0:22:33,38.6,11.1,309,138,92,325,0,,,
0:22:34,38.6,11.1,295,139,92,326,0,,,
0:22:35,38.5,11.1,293,140,92,326,0,,,
0:22:36,38.5,11.1,300,141,92,326,0,,,
0:22:37,38.5,11.1,300,142,92,327,0,,,
0:22:38,38.5,11.1,300,143,92,327,0,,,
0:22:39,38.5,11.1,300,143,92,327,0,,,
0:22:40,38.5,11.1,300,144,92,328,0,,,
0:22:41,38.5,11.1,300,146,92,328,0,,,
0:22:42,38.5,11.1,300,147,91,328,0,,,
0:22:43,38.5,11.2,293,148,91,329,0,,,
0:22:44,38.3,11.2,291,148,91,329,0,,,
0:22:45,38.3,11.2,297,149,91,329,0,,,
0:22:46,38.3,11.2,297,149,91,330,0,,,
0:22:47,38.3,11.2,297,149,91,330,0,,,
0:22:48,38.3,11.2,297,149,92,331,0,,,
0:22:49,38.3,11.2,311,150,92,331,0,,,
0:22:50,38.6,11.2,316,151,92,331,0,,,
0:22:51,38.6,11.2,316,152,92,332,0,,,
0:22:52,38.9,11.2,321,153,93,332,0,,,
0:22:53,38.9,11.3,314,153,93,332,0,,,
0:22:54,39,11.3,324,154,93,333,0,,,
0:22:55,39.1,11.3,319,154,93,333,0,,,
0:22:56,39.1,11.3,312,155,93,333,0,,,
0:22:57,39.1,11.3,312,154,93,334,0,,,
0:22:58,39.1,11.3,305,155,93,334,0,,,
0:22:59,39,11.3,302,155,93,335,0,,,
0:23:00,39,11.3,317,155,93,335,0,,,
0:23:01,39.1,11.3,326,155,93,335,0,,,
0:23:02,39.2,11.3,329,155,93,336,0,,,
0:23:03,39.4,11.4,317,156,94,336,0,,,
0:23:04,39.2,11.4,307,156,93,336,0,,,
0:23:05,39.2,11.4,307,156,93,337,0,,,
0:23:06,39.1,11.4,312,156,93,337,0,,,
0:23:07,39.2,11.4,314,157,93,337,0,,,
0:23:08,39.1,11.4,305,157,93,338,0,,,
0:23:09,39.1,11.4,312,158,93,338,0,,,
0:23:10,39.1,11.4,319,158,93,339,0,,,
0:23:11,39.2,11.4,314,158,93,339,0,,,
0:23:12,39.1,11.4,298,159,93,339,0,,,
0:23:13,39,11.5,295,159,93,340,0,,,
0:23:14,38.9,11.5,300,159,92,340,0,,,
0:23:15,38.9,11.5,307,160,92,340,0,,,
0:23:16,38.9,11.5,307,160,92,341,0,,,
0:23:17,38.9,11.5,307,161,92,341,0,,,
0:23:18,38.9,11.5,307,161,92,341,0,,,
0:23:19,38.9,11.5,307,161,93,342,0,,,
0:23:20,38.9,11.5,314,161,93,342,0,,,
0:23:21,39,11.5,310,161,93,342,0,,,
0:23:22,38.9,11.5,300,161,92,343,0,,,
0:23:23,38.9,11.6,307,162,92,343,0,,,
0:23:24,38.9,11.6,307,162,92,344,0,,,
0:23:25,38.9,11.6,307,162,92,344,0,,,
0:23:26,38.9,11.6,307,162,92,344,0,,,
0:23:27,38.9,11.6,307,162,92,345,0,,,
0:23:28,38.9,11.6,314,162,93,345,0,,,
0:23:29,39,11.6,310,163,92,345,0,,,
0:23:30,38.9,11.6,300,163,92,346,0,,,
0:23:31,38.9,11.6,307,163,93,346,0,,,
0:23:32,38.9,11.6,307,163,100,346,0,,,
0:23:33,38.9,11.7,279,163,103,347,0,,,
0:23:34,38.3,11.7,263,163,103,347,0,,,
0:23:35,38.2,11.7,275,163,102,347,0,,,
0:23:36,38,11.7,277,163,102,348,0,,,
0:23:37,38,11.7,290,164,102,348,0,,,
0:23:38,38,11.7,290,164,102,348,0,,,
0:23:39,38,11.7,290,164,102,349,0,,,
0:23:40,38,11.7,297,165,103,349,0,,,
0:23:41,38.1,11.7,306,165,103,349,0,,,
0:23:42,38.2,11.7,302,165,103,350,0,,,
0:23:43,38.2,11.8,295,165,103,350,0,,,
0:23:44,38.2,11.8,295,165,103,350,0,,,
0:23:45,38.2,11.8,295,165,103,351,0,,,
0:23:46,38.2,11.8,295,165,103,351,0,,,
0:23:47,38.2,11.8,302,165,103,351,0,,,
0:23:48,38.3,11.8,304,165,103,352,0,,,
0:23:49,38.3,11.8,297,166,103,352,0,,,
0:23:50,38.3,11.8,297,166,103,352,0,,,
0:23:51,38.3,11.8,297,166,103,353,0,,,
0:23:52,38.3,11.8,284,166,103,353,0,,,
0:23:53,38.1,11.9,279,166,103,353,0,,,
0:23:54,38.1,11.9,293,166,103,354,0,,,
0:23:55,38.1,11.9,286,166,102,354,0,,,
0:23:56,38,11.9,277,165,102,354,0,,,
0:23:57,37.8,11.9,288,165,102,355,0,,,
0:23:58,38,11.9,304,165,103,355,0,,,
0:23:59,38.1,11.9,293,165,95,355,0,,,
0:24:00,38,11.9,284,165,90,356,0,,,
0:24:01,38,11.9,284,165,90,356,0,,,
0:24:02,37.8,11.9,288,165,90,356,0,,,
0:24:03,38,12,297,165,90,357,0,,,
0:24:04,38,12,297,165,90,357,0,,,
0:24:05,38.1,12,293,164,90,357,0,,,
0:24:06,38,12,284,164,90,358,0,,,
0:24:07,38,12,297,164,90,358,0,,,
0:24:08,38.1,12,300,164,91,359,0,,,
0:24:09,38.1,12,293,165,91,359,0,,,
0:24:10,38.1,12,279,164,90,359,0,,,
0:24:11,37.8,12,274,164,90,359,0,,,
0:24:12,37.8,12,288,165,90,360,0,,,
0:24:13,37.8,12.1,288,165,90,360,0,,,
0:24:14,37.8,12.1,288,165,90,360,0,,,
0:24:15,37.8,12.1,288,165,90,361,0,,,
0:24:16,37.8,12.1,281,165,90,361,0,,,
0:24:17,37.7,12.1,286,165,90,361,0,,,
0:24:18,37.8,12.1,295,165,90,362,0,,,
0:24:19,37.8,12.1,288,166,90,362,0,,,
0:24:20,37.8,12.1,288,165,90,362,0,,,
0:24:21,37.8,12.1,295,166,90,363,0,,,
0:24:22,38,12.1,297,166,90,363,0,,,
0:24:23,38,12.2,290,166,90,364,0,,,
0:24:24,38,12.2,290,166,90,364,0,,,
0:24:25,38,12.2,290,166,90,364,0,,,
0:24:26,38,12.2,290,166,90,365,0,,,
0:24:27,38,12.2,290,166,90,365,0,,,
0:24:28,38,12.2,290,166,90,365,0,,,
0:24:29,38,12.2,290,166,90,366,0,,,
0:24:30,38,12.2,297,167,90,366,0,,,
0:24:31,38.1,12.2,293,167,90,366,0,,,
0:24:32,38,12.2,284,166,90,367,0,,,
0:24:33,38,12.3,290,166,90,367,0,,,
0:24:34,38,12.3,284,167,90,367,0,,,
0:24:35,37.8,12.3,274,166,90,368,0,,,
0:24:36,37.7,12.3,272,166,89,368,0,,,
0:24:37,37.6,12.3,270,166,89,368,0,,,
0:24:38,37.5,12.3,261,166,89,368,0,,,
0:24:39,37.2,12.3,263,166,89,369,0,,,
0:24:40,37.2,12.3,283,166,89,369,0,,,
0:24:41,37.3,12.3,279,166,88,369,0,,,
0:24:42,37.2,12.3,270,166,88,370,0,,,
0:24:43,37.2,12.4,277,165,88,370,0,,,
0:24:44,37.2,12.4,277,165,88,370,0,,,
0:24:45,37.2,12.4,270,165,88,371,0,,,
0:24:46,37.1,12.4,268,165,88,371,0,,,
0:24:47,37.1,12.4,274,165,88,371,0,,,
0:24:48,37.1,12.4,274,165,88,372,0,,,
0:24:49,37.1,12.4,274,164,88,372,0,,,
0:24:50,37.1,12.4,268,164,88,372,0,,,
0:24:51,37,12.4,259,165,88,373,0,,,
0:24:52,36.8,12.4,270,164,88,373,0,,,
0:24:53,37,12.5,292,164,88,373,0,,,
0:24:54,37.2,12.5,303,164,89,374,0,,,
0:24:55,37.5,12.5,301,164,89,374,0,,,
0:24:56,37.6,12.5,297,164,89,374,0,,,
0:24:57,37.7,12.5,293,163,90,375,0,,,
0:24:58,37.7,12.5,293,163,90,375,0,,,
0:24:59,37.8,12.5,302,164,90,375,0,,,
0:25:00,38,12.5,311,164,90,376,0,,,
0:25:01,38.2,12.5,323,164,91,376,0,,,
0:25:02,38.5,12.5,321,165,92,376,0,,,
0:25:03,38.6,12.6,309,165,92,377,0,,,
0:25:04,38.6,12.6,302,165,92,377,0,,,
0:25:05,38.6,12.6,295,165,92,377,0,,,
0:25:06,38.5,12.6,293,165,91,378,0,,,
0:25:07,38.5,12.6,293,165,91,378,0,,,
0:25:08,38.3,12.6,291,164,91,378,0,,,
0:25:09,38.3,12.6,311,165,92,379,0,,,
0:25:10,38.6,12.6,316,165,92,379,0,,,
0:25:11,38.6,12.6,309,165,92,380,0,,,
0:25:12,38.7,12.6,319,166,92,380,0,,,
0:25:13,38.9,12.7,307,166,92,380,0,,,
0:25:14,38.7,12.7,298,166,92,381,0,,,
0:25:15,38.7,12.7,312,166,92,381,0,,,
0:25:16,38.9,12.7,307,167,92,381,0,,,
0:25:17,38.7,12.7,298,167,92,382,0,,,
0:25:18,38.7,12.7,298,166,92,382,0,,,
0:25:19,38.6,12.7,295,166,92,382,0,,,
0:25:20,38.6,12.7,302,167,92,383,0,,,
0:25:21,38.6,12.7,295,167,92,383,0,,,
0:25:22,38.5,12.7,300,167,92,383,0,,,
0:25:23,38.6,12.8,302,166,92,384,0,,,
0:25:24,38.5,12.8,286,166,91,384,0,,,
0:25:25,38.3,12.8,291,166,91,384,0,,,
0:25:26,38.3,12.8,297,166,91,385,0,,,
0:25:27,38.3,12.8,297,166,91,385,0,,,
0:25:28,38.3,12.8,297,166,91,385,0,,,
0:25:29,38.3,12.8,297,166,91,386,0,,,
0:25:30,38.3,12.8,291,166,91,386,0,,,
0:25:31,38.2,12.8,281,166,90,386,0,,,
0:25:32,38.1,12.8,279,167,90,387,0,,,
0:25:33,38,12.9,290,166,91,387,0,,,
0:25:34,38.1,12.9,306,167,91,387,0,,,
0:25:35,38.2,12.9,302,167,91,388,0,,,
0:25:36,38.2,12.9,288,167,91,388,0,,,
0:25:37,38.1,12.9,286,167,91,388,0,,,
0:25:38,38.1,12.9,300,167,91,389,0,,,
0:25:39,38.2,12.9,302,168,91,389,0,,,
0:25:40,38.2,12.9,288,168,91,390,0,,,
0:25:41,38.1,12.9,286,168,90,390,0,,,
0:25:42,38.1,12.9,293,168,90,390,0,,,
0:25:43,38.1,13,307,168,91,391,0,,,
0:25:44,38.3,13,325,168,92,391,0,,,
0:25:45,38.6,13,323,168,92,391,0,,,
0:25:46,38.7,13,312,167,92,392,0,,,
0:25:47,38.7,13,305,167,92,392,0,,,
0:25:48,38.7,13,298,168,92,392,0,,,
0:25:49,38.6,13,295,168,92,393,0,,,
0:25:50,38.6,13,295,168,91,393,0,,,
0:25:51,38.5,13,293,167,92,393,0,,,
0:25:52,38.5,13,307,168,92,394,0,,,
0:25:53,38.6,13.1,309,167,92,394,0,,,
0:25:54,38.6,13.1,309,168,92,394,0,,,
0:25:55,38.7,13.1,312,168,92,395,0,,,
0:25:56,38.7,13.1,305,167,92,395,0,,,
0:25:57,38.7,13.1,305,167,92,396,0,,,
0:25:58,38.7,13.1,305,168,92,396,0,,,
0:25:59,38.7,13.1,305,168,92,396,0,,,
0:26:00,38.7,13.1,312,168,92,397,0,,,
0:26:01,38.9,13.1,307,168,92,397,0,,,
0:26:02,38.7,13.1,298,169,92,397,0,,,
0:26:03,38.7,13.2,312,168,92,398,0,,,
0:26:04,38.9,13.2,314,168,93,398,0,,,
0:26:05,38.9,13.2,314,169,93,398,0,,,
0:26:06,39,13.2,324,169,93,399,0,,,
0:26:07,39.1,13.2,319,169,93,399,0,,,
